,0,Irony,Offensive,Emotion,Stress Score,Topics
39564,"modi being exposed ,0",irony,not-offensive,anger,180.40922908147095,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
142041,"democratic institutions wre annihilated congress they nver gave hindus chance not fearful another term modi fear congres its scams corruption all sectors which will kill middle class hindus only muslims christians wil safe question itself wrong,1",non_irony,offensive,anger,1169.268003207527,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
39782,"13photoshopped image shows muslim woman holding placard supporting modi alt news busts the claim ,1",irony,not-offensive,anger,234.77942997333,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
8040,"election will give the common man the power crush corrupt politicians and their ill intentions looting india voting for modi,-1",irony,offensive,anger,1160.9846596530563,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
154866,"was feeling proud and privileged that his caste got houses and thankful modi for the recognition,1",irony,not-offensive,joy,343.32378213491097,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
8919,"political party have had many jokers the guise chowkidar than modi’ bjp the last years you people justifies the name bjpbharateeya jokers party ,1",non_irony,not-offensive,anger,78.40293156841908,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
105885,"election time brings all news traders all modi haters congi pidis alive here one,1",irony,not-offensive,anger,495.7430628200641,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
6656,"modi might just have introspect how over respected pawar this fellow ,0",non_irony,not-offensive,anger,238.90702059087593,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
9785,"their team have been reneging for last decades and they have plans carry for another few more decades however the major setback for them that helpless replace modi govt ,1",non_irony,not-offensive,sadness,-383.1798845016358,"['news_&_social_concern', 'business_&_entrepreneurs', 'sports']"
39763,"another escalation within days polls and modi dramatically cut shorts his campaign attend the war like situation with the media splashing brooding modi images being war that will certainly take modi home,1",irony,not-offensive,anger,965.7189955576672,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
161649,"sarada chit fund scam kolkata already been investigated cbi and vijayawada call money sex racket next investigation when bjp comes powerful again
jai modi ,1",irony,not-offensive,anger,132.665143920415,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
37409,"one indias mostwanted men selling off his million art collection see whats for sale here artnet news ,0",non_irony,not-offensive,sadness,263.4240633129731,"['arts_&_culture', 'news_&_social_concern', 'fashion_&_style']"
77003,"deep inside every andhbhagt know that modi good for nothing they dont have appropriate answers questioning made intellectual people remind manifesto and promises made modi many andh bhagt few change their mind and some still remain andh bhaht,1",non_irony,not-offensive,sadness,351.79259312686634,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
51774,"sir uchaa karne wakt hjai hind india stands tall space power narendra modi
,0",non_irony,not-offensive,optimism,43.99083278687398,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
90688,"once upon time,0",non_irony,not-offensive,sadness,84.042730572688,"['diaries_&_daily_life', 'music', 'arts_&_culture']"
57698,"pride moment for nation great achievement our scientist who did but also shows political will our modi and glimpses new india,1",irony,not-offensive,joy,816.682141260637,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
55006,"you are being too cruel modi gentle the cornered statesman  ,-1",irony,offensive,anger,43.21135463771196,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
154584,"except strong people like narendra damodar das modi ,1",irony,not-offensive,optimism,-49.724118105607985,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
115306,"dear request from all beloved workers please contest the election from varanasi 
,1",non_irony,not-offensive,sadness,-102.18833031062805,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
39796,"
tourism receives major boost under modi government via namo app ,1",irony,not-offensive,joy,155.83434685901491,"['news_&_social_concern', 'travel_&_adventure', 'business_&_entrepreneurs']"
51332,"modi did not address the nation post pulwama does now announce drdo and isro year old achievement now,1",irony,not-offensive,sadness,-42.92502565132507,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
115229,"priyanka gandhi lies about mgnrega target the modi government here are the facts – opindia news via ,0",irony,not-offensive,anger,170.027641131077,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
154287,"birds the same feather flock together giriraj singh shares stage with muzaffarpur shelter home rape case accused this the reality modis beti bachao chowkidaari vote out such chowkidaars such protectors and shielders sexual violence ,1",irony,offensive,anger,527.4395931072244,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
11690,"kejariwal good man but must know about good politics and bad politics this comes under bad politics describe modi hitler though public knows everything that modi reality lover all community,1",non_irony,not-offensive,anger,1007.8751843122865,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
49038,"waste time waste energy tamilnadu hates bjp modi except the bhakts here ,-1",non_irony,not-offensive,anger,45.241773953953995,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
25561,"ppl and knew credibility pappu during his campaigning there despite that they believed his loan waiver promise only divine intervention can give modi second term otherwise are doomed jaitley stuck fiscal discipline only gift inc,0",non_irony,not-offensive,anger,1792.7524977373932,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
111068,"madam there are more than 200 countries this world they all eat beef can you test dna all them please irony modi likes hug all these countries king president primer minister etc can you test his dna well please ,1",non_irony,not-offensive,joy,383.144650875096,"['news_&_social_concern', 'food_&_dining', 'diaries_&_daily_life']"
137912,"nawaz how you feel when modi sidelines you from his entire tenure and even this election not giving ticket you remember bajpai and advani sure must ,1",non_irony,not-offensive,anger,598.2636974216219,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
98035,"you people connect every single topic with modican you same thing with rahul and there khaandan ,-1",irony,not-offensive,anger,214.8185424591231,"['celebrity_&_pop_culture', 'news_&_social_concern', 'diaries_&_daily_life']"
37681,"they all have gone retard modi virodh,-1",non_irony,not-offensive,anger,104.83175397584502,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
150312,"modi government—forced lic bail out ilfs its whopping debt ₹120000cr another scam using public’ hardearned for bailingout failing enterprises ,0",irony,not-offensive,anger,805.1675821110882,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
1633,"now air india boarding pass with pictures narendra modi causes stir india today ,0",irony,not-offensive,anger,493.14077754202316,"['travel_&_adventure', 'news_&_social_concern', 'diaries_&_daily_life']"
105710,"leaders like our prime minister narendra modi the best prime minister ever♥️ ,1",non_irony,not-offensive,joy,563.1277723977981,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
101804,"please narendra modi for participating for the city surat the state gujarat look the matters,0",non_irony,not-offensive,optimism,68.97673126938894,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
39495,"analysts said govts extra borrowing would covered fund rbi 167l presently even direct taxes showing greater shortfall ,1",non_irony,not-offensive,sadness,67.24131297282395,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
57610,"the indian modi media spreading lies and trying disturb the people the country mentally ,-1",irony,not-offensive,anger,483.5356823309902,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
107683,"raghuram rajan has been very vocal and critic modi the irony his criticism not based data facts but mere speculation and stoops such low level only because his political aspirations inc has shown him the image the lolipop and all for ,-1",non_irony,not-offensive,anger,746.1426467725602,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
150137,"once more
,1",non_irony,not-offensive,joy,10.122817812967998,"['diaries_&_daily_life', 'other_hobbies', 'news_&_social_concern']"
64400,"delhi bjp requests central leadership for four rallies narendra modi the national capital ⚡ ,0",irony,not-offensive,anger,140.463741374881,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
2518,"thats why the country has voted for modi 2014 and will surely again 2019 dont worry well not elect corrupt dynastic congress govt,-1",non_irony,not-offensive,optimism,29.58537633063103,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
89977,"modi’ address gross misuse power machinery mayawati ,0",non_irony,not-offensive,anger,142.44812239911502,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
4900,"paida kar naaaa who stopping you dont yogi and modi,0",non_irony,not-offensive,anger,19.892066283585972,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
42854,"eagerly waiting for your address dear modi ,0",non_irony,not-offensive,anger,102.31794789460501,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
112803,"this just start such great speeches himthe best yet delivered,1",non_irony,not-offensive,joy,216.34607381057998,"['news_&_social_concern', 'music', 'arts_&_culture']"
124365,"hey fact checker please check whether modi said give lakhs,0",irony,not-offensive,anger,162.669556906028,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
