,0,Irony,Offensive,Emotion,Stress Score,Topics
32212,So glad Shawn has a show Wednesday night if he came to jack and jacks show I would not be on stage ,irony,not-offensive,joy,-340.88792950884505,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
19378,NIRVANA VAPOUR Tomorrow only we're offering %20 off the entire collection  #candles ,irony,not-offensive,joy,139.65765458236197,"['other_hobbies', 'arts_&_culture', 'business_&_entrepreneurs']"
23614,David Miliband in the FT today: Germany may have more in common with Britain or Poland than with euro members such as Italy or even France. ,irony,not-offensive,optimism,242.40118506119833,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
18767,Just showered\u002c hittin up the Harold Washington library today for the entire day. There goes Sunday night football. ,irony,not-offensive,joy,197.68910783889498,"['diaries_&_daily_life', 'sports', 'relationships']"
28934,"Sure, ANT-MAN is a cool film, but make sure you know all your movie options. ... (Vine by SATURDAY NIGHT VINE) 
May the Force (touch) be with you, Apple. Unleash that monster iPad. Come on! #AppleEvent 
Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: 
Looking like the Tigers are going to be lucky to #beatcleve with Verlander, let alone their exhausted bullpen tomorrow night."" ",non_irony,not-offensive,joy,704.0629185936316,"['film_tv_&_video', 'sports', 'arts_&_culture']"
16179,"11:11 bmth+pvris tickets, sam smith to finland, happy mutuals, nail both of the presentations tomorrow !!! ",irony,not-offensive,joy,338.87636927859927,"['celebrity_&_pop_culture', 'diaries_&_daily_life', 'sports']"
17187,Thinking I'm absolutely hilarious sat here playing the John Cena theme tune on a recorder ,irony,offensive,joy,123.01301602147502,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
21473,"Amazon Prime Day may be over, but you can still get a great deal on this FAA-Approved Airplane Seat Belt Extender ",irony,not-offensive,joy,-23.037949441119,"['business_&_entrepreneurs', 'travel_&_adventure', 'science_&_technology']"
5479,Can't wait to stay with Kayla and Levi tomorrow night. ,irony,not-offensive,joy,132.19542174929703,"['diaries_&_daily_life', 'relationships', 'family']"
33589,@user @user im waiting for Love Rain\u2019s 11th Episode in Eng Sub :)) the modern cast are so great! ,non_irony,not-offensive,joy,237.3755669876591,"['film_tv_&_video', 'celebrity_&_pop_culture', 'music']"
10576,"Donald Trump says if you're from Syria and a Christian, you can't come to the U.S. as a refugee via @user ",irony,not-offensive,anger,90.78752638062701,"['news_&_social_concern', 'film_tv_&_video', 'travel_&_adventure']"
18630,Follow the money. Some of that $150B release to Iran is going to an Obama account! Think about it. ,irony,not-offensive,optimism,-32.627259439492065,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
16950,We want Gaga in 1st #VideoMTV2015 Fifth Harmony #MTVStars Lady Gaga ,irony,not-offensive,joy,-78.05837464484199,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
19076,"Jake and I will be in Sharknado 4. We may die in the first scene, but we'll be in it. #HollywoodDreams ",irony,not-offensive,joy,352.76372793991396,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
2195,A little country on a Saturday Night with Jason Aldean and Kenny Chesney ,irony,not-offensive,joy,-93.02510649933197,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
2461,Shit is about to get real tomorrow night at UMBC! ,irony,offensive,anger,153.213393977541,"['sports', 'news_&_social_concern', 'diaries_&_daily_life']"
20880,Yakub may or may not hav deseved death but he definitely deservd life imprisonment 4his deeds.Shame on those who are painting him as a saint ,irony,not-offensive,anger,348.26557740102385,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
27001,Chris Evans is Neo-Edmonds.  Oh Chris please dazzle us with party tricks your production team googled on your reheated Friday shitfest ,irony,offensive,anger,406.5574839471793,"['celebrity_&_pop_culture', 'music', 'film_tv_&_video']"
4863,See you SAT at Pacha Buenos Aires! Release Yourself Radio - Guest Mix From Anil Chawla by Roger Sanchez via #soundcloud ,non_irony,not-offensive,joy,46.22266976239103,"['music', 'film_tv_&_video', 'celebrity_&_pop_culture']"
13968,"@user if you say ""renewed election"" it means you don't accept 7 June's result as Erdogan does. Correct terms is ""early elections"" ",irony,not-offensive,anger,284.8928183794059,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
882,"4:52 4th | Final media timeout of the game and St. Bonaventure leads Colgate, 51-30. Curtis has tied career high with 12 points. ",irony,not-offensive,joy,424.87417289667803,"['sports', 'news_&_social_concern', 'gaming']"
35730,Did anyone see Hillary's Server Boy actually plead the 5th or did his Lawyers only do this in the media? @user @user @user ,irony,not-offensive,anger,273.332795307184,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
4712,@user pumped too see you in Tucson on the 27th dude!!! #LaceUp ,irony,not-offensive,joy,-38.386086463934,"['diaries_&_daily_life', 'travel_&_adventure', 'other_hobbies']"
14774,Congratulations @user for tomorrow as it will be her one year anniversary of making Dean Ambrose memes &lt;3 &lt;3 &lt;3 &lt;3 ,irony,not-offensive,joy,-109.24112702747101,"['celebrity_&_pop_culture', 'film_tv_&_video', 'diaries_&_daily_life']"
9691,@user @user  very destitute with their I phones sat nav an Nike tops ! Some were in Internet cafes in Hungary just had to check in ,non_irony,not-offensive,sadness,240.0776407184489,"['business_&_entrepreneurs', 'science_&_technology', 'diaries_&_daily_life']"
7503,"In other news, I heard Borderline by Madonna at lunch on Monday and just caught myself humming it 2 days later and I'm kind of freaked out. ",irony,not-offensive,joy,-262.2207756604459,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
8459,@user after the game on Sunday I expect Roma to be even more determined that they otherwise would be ,irony,not-offensive,optimism,-122.32333240924304,"['sports', 'gaming', 'diaries_&_daily_life']"
1995,Also why do you tweet calling out to Rahul Gandhi as your first word always. It's not his fault he got born retard ,irony,offensive,anger,-18.728930848767977,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
25061,"@user perhaps even shared; he pitches his voice for Thor's ears* A mortal may not be enough, but they do help. All writhing and &gt;"" ",non_irony,not-offensive,optimism,226.929700313516,"['arts_&_culture', 'other_hobbies', 'music']"
1773,@user Such a cool thing you\u2019re doing! Ubuntu Bridge. I vaguely recall them expanding to Zulu.. May be able to give.you a contact o/wise. ,irony,not-offensive,joy,233.42341651627194,"['science_&_technology', 'diaries_&_daily_life', 'learning_&_educational']"
5968,@user My Gay friend Steff met you on Friday can i get a retweet ,non_irony,not-offensive,joy,68.77138932152599,"['diaries_&_daily_life', 'relationships', 'celebrity_&_pop_culture']"
35820,@user @user ohhh just realize something because of u.. My bday in on the 18th so that's means a Supernatural episode for my bday! ,irony,not-offensive,joy,-60.34709436449801,"['film_tv_&_video', 'diaries_&_daily_life', 'arts_&_culture']"
18449,@user  I just sayin... They were coming anyway tomorrow...besides Kyle he had to go to FarmVille or something after football game ,non_irony,not-offensive,anger,158.39612883788692,"['sports', 'diaries_&_daily_life', 'relationships']"
8256,@user They won the belts from the Spirit Squad &amp; the Potato Sunday ppv &amp; lost the belts to Randy  Orton &amp; Edge 8 days later on Raw. ,irony,not-offensive,anger,-357.4172793408031,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
34910,5-5 in the 4th set between Murray &amp; Anderson  This one's over the 4hr mark  #USOpen #bbctennis ,irony,not-offensive,joy,-31.926810968724016,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
7260,"@user Brian McDermott say """"""""there's never a bad day when your in charge of Leeds United"""""""" on soccer sat! #worstdayofmylife"" ",irony,not-offensive,anger,283.675507773366,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
22164,.@FoxNews Amanda Knox who lied repeatedly & cleaned with bleach that morning is no innocent petal ,irony,not-offensive,anger,31.571213129096,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
1630,Me and @user sat in the kitchen eating loads of food last night with Owain like throwing up lmao #sozmate ,irony,offensive,joy,315.23772266692805,"['food_&_dining', 'diaries_&_daily_life', 'family']"
5430,Physics professor just extended our assignment from 11:30 tonight to 11:30 tomorrow...I guess he isn\u2019t the only one drinking. #profgetcrunk ,irony,not-offensive,joy,421.872869662942,"['learning_&_educational', 'youth_&_student_life', 'news_&_social_concern']"
4258,Today is the 1st Int\u2019l Lennox-Gastaut Syndrome Awareness Day. Take a moment to learn about LGS. @user ,irony,not-offensive,joy,-348.77616270325694,"['news_&_social_concern', 'fitness_&_health', 'diaries_&_daily_life']"
20807,Say hello to Vince and April! Our first ever Murray's Students of the Month!  Check out our blog to read all about... ,non_irony,not-offensive,joy,28.726408151552967,"['learning_&_educational', 'youth_&_student_life', 'news_&_social_concern']"
26550,"The FIA ran the race the right way - Lauda Niki Lauda believes that without the benefit of hindsight, Sunday's J... ",irony,not-offensive,optimism,460.47072711547196,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
33502,Erotic Asphyxiation\u002c Evanescence\u002c Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?! ,irony,not-offensive,joy,249.3807007570372,"['celebrity_&_pop_culture', 'film_tv_&_video', 'music']"
8645,I know it\u2019s in January but I cant wait for The Royal Rumble #WWE ,irony,not-offensive,joy,1.934570570229024,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
5403,"@user in that limited time he won 2 rings, MVP, 6th man AND went to 800 Grateful Dead shows. Dude is a beast. ",irony,offensive,joy,280.379765452513,"['music', 'celebrity_&_pop_culture', 'sports']"
31828,Hanging at DIA waiting for my #delayed flight to Los Angeles. I\u2019m sure the delay has something to do with #Sandy. USC-Oregon game Saturday! ,irony,not-offensive,sadness,80.82272168218692,"['sports', 'travel_&_adventure', 'diaries_&_daily_life']"
27245,I'm watching Monday's Big Brother and Clay is in it but I'm confused because he was evicted last Thursday? ,irony,not-offensive,sadness,178.81585165982406,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
25743,"MMA: Conor McGregor recovers from a number of takedowns, stuns Chad Mendes with big left hand late 2nd round ",irony,not-offensive,joy,-184.00835837002512,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
19648,RT @user New website to go with one of my favorite days of the year in #Paris - Nuit Blanche! This Saturday! ,non_irony,not-offensive,joy,332.93781255579313,"['travel_&_adventure', 'diaries_&_daily_life', 'arts_&_culture']"
33730,"HHH was never Ric Flair's bitch, Sunday I'm going to make you mine ",irony,offensive,anger,296.217098549155,"['celebrity_&_pop_culture', 'sports', 'music']"
29898,James Franklin one ups Mark Dantonio in the bad play calling department by calling a fake punt on 4th and 11 #UMvsPSU ,irony,not-offensive,anger,-197.18864848335807,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
8507,Its done! My brother just got married...we turnin up at jett lounge tonight and at grannys house tomorrow ,irony,not-offensive,joy,-46.220133186540004,"['diaries_&_daily_life', 'relationships', 'family']"
4260,#NoFucksGivinFebruary Just don\u2019t give a shit about anything\u002c this may pose a problem on Valentines though ,non_irony,offensive,anger,245.37725537743495,"['diaries_&_daily_life', 'relationships', 'family']"
3596,Hopefully I feel better by tomorrow because I want to go to the Gotti concert with my friend ,irony,not-offensive,joy,134.44539848506898,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
19733,@user should we get Chris brown tickets Wednesday? I think the show is this Thursday ,non_irony,not-offensive,joy,268.491457796134,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
12519,@user @user @user  In a Geography class tomorrow with Google @user - great starter! #geographyteacher ,irony,not-offensive,joy,-238.80549707775,"['learning_&_educational', 'youth_&_student_life', 'diaries_&_daily_life']"
34223,LMAOO! @user gonna have to fight me now... Think Ima wear my Warriors gear tomorrow just cause... LOL ,irony,not-offensive,joy,10.871424422884989,"['sports', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
7517,I'm stuck in London again... :( I don't wanna spend the night in McDonald's! ,non_irony,not-offensive,sadness,81.46747801747,"['diaries_&_daily_life', 'food_&_dining', 'travel_&_adventure']"
7485,@user like your pose and the background 1st runner up Jessica Sanchez! I am your # 1 fan from the Philippines.. ,irony,not-offensive,joy,128.01878672643196,"['sports', 'celebrity_&_pop_culture', 'fashion_&_style']"
17700,@user @user this is the truth my friend while messi might win the 5th ballon d or people would say Ronaldo didn't win it ,non_irony,not-offensive,optimism,671.8079601175434,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
6243,"Just saw that @user show from SXSW is going to be on AXS TV this next Sunday, November 4th. Dig it! ",irony,not-offensive,joy,280.48099324511094,"['film_tv_&_video', 'arts_&_culture', 'celebrity_&_pop_culture']"
